"scenario","scenario_num","A","B","sim_num","km_est","hybrid_est","km_error","hybrid_error"
"Moderate (30%)",3,0.15,0.15,137,2.3268931512646,2.7210227047503,-0.673106848735396,-0.278977295249704
"Moderate (30%)",3,0.15,0.15,138,2.32468649700121,2.67036463247186,-0.675313502998786,-0.329635367528141
"Moderate (30%)",3,0.15,0.15,139,2.34766386008047,3.69419870719392,-0.652336139919535,0.69419870719392
"Moderate (30%)",3,0.15,0.15,140,2.12063141613427,2.34981545359364,-0.879368583865727,-0.650184546406364
"Moderate (30%)",3,0.15,0.15,141,2.32751828703192,4.1962735305804,-0.672481712968076,1.1962735305804
"Moderate (30%)",3,0.15,0.15,142,2.39781504661998,2.98024128955988,-0.602184953380018,-0.0197587104401218
"Moderate (30%)",3,0.15,0.15,143,2.40470186391639,5.31695055140962,-0.595298136083614,2.31695055140962
"Moderate (30%)",3,0.15,0.15,144,2.31110581677104,2.80589756398161,-0.688894183228955,-0.194102436018389
"Moderate (30%)",3,0.15,0.15,145,2.39236184780655,2.58827864235014,-0.607638152193453,-0.411721357649863
"Moderate (30%)",3,0.15,0.15,146,2.41231038937509,3.12292632775808,-0.587689610624907,0.122926327758084
"Moderate (30%)",3,0.15,0.15,147,2.24407781563843,6.00707195242321,-0.755922184361568,3.00707195242321
"Moderate (30%)",3,0.15,0.15,148,2.37910882369546,2.5980554466566,-0.620891176304538,-0.401944553343398
"Moderate (30%)",3,0.15,0.15,149,2.45288414052796,NA,-0.54711585947204,NA
"Moderate (30%)",3,0.15,0.15,150,2.33425264590643,4.02174674523456,-0.665747354093569,1.02174674523456
"Moderate (30%)",3,0.15,0.15,151,2.23189548808294,3.07421292849203,-0.768104511917062,0.0742129284920319
"Moderate (30%)",3,0.15,0.15,152,2.24488441693481,3.22283746658801,-0.755115583065193,0.222837466588012
"Moderate (30%)",3,0.15,0.15,153,2.33903526226388,2.93706037324753,-0.660964737736118,-0.0629396267524713
